Ad account name,Ad account ID,Campaign name,Campaign ID,Campaign objective,Ad group name,Ad group ID,Adname,Ad ID,Title,Description,Impressions,CPM (cost per thousand impressions),Clicks,CTR (click-through rate),CPC (cost per click),CV (conversions),CVR (conversion rate),CPA (cost per action),Cost,Currency,CV (product details viewed),CVR (product details viewed),CPA (product details viewed),CV (item added to cart),CVR (item added to cart),CPA (item added to cart),CV (checkout started),CVR (checkout started),CPA (checkout started),CV (purchased),CVR (purchased),CPA (purchased),CV (lead generated),CVR (lead generated),CPA (lead generated),CV (reservation completed),CVR (reservation completed),CPA (reservation completed),CV (signup completed),CVR (signup completed),CPA (signup completed),CV API,CV (LINE tag + CV API),CVR (LINE tag + CV API),CPA (LINE tag + CV API),Reach (estimated),Frequency,Reach start date,Reach end date,Video starts,Video (viewed for at least three seconds),Cost per 3-second playback,Video (25% watched),Video (50% watched),Video (75% watched),Video (95% watched),Video (100% watched),Cost per complete video view,Installs (clicks),Install rate (clicks),Cost per install (clicks),Installs (views),Installs (clicks and views),Cost per install (clicks and views),Open,Open rate,Cost per open,View home screen,Home screen view rate,Cost per view (home),Category view,Category view rate,Cost per view (category),View product,Product view rate,Cost per view (product),Search,Search rate,Cost per search,Add-to-cart,Add-to-cart rate,Cost per add-to-cart,Purchase,Purchase rate,Cost per purchase,Level achieved,Level achieved rate,Cost per level achieved,Tutorial complete,Tutorial percent complete,Cost per tutorial completion,MCV_202171,MCV_202171 rate,Cost per MCV_202171,サンクス,サンクス rate,Cost per サンクス,最新かんたん不動産比較CV,最新かんたん不動産比較CV rate,Cost per 最新かんたん不動産比較CV
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0260_東京都港区,2.21153E+11,LAP_a0260_A1T1,2.22115E+12,港区の土地相場が60秒でわかる,,112,62,1,0.89%,7,0,0.00%,0,7,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,100,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0260_東京都港区,2.21153E+11,LAP_a0260_A4T1,3.90347E+12,港区の土地相場が60秒でわかる,,3941,118,11,0.28%,42,0,0.00%,0,466,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,2544,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0260_東京都港区,2.21153E+11,LAP_a0260_A3T1,5.06927E+12,港区の土地相場が60秒でわかる,,2136,119,2,0.09%,127,0,0.00%,0,255,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,1754,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0265_東京都三鷹市,2.21153E+11,LAP_a0265_A1T1,2.22115E+12,三鷹市の土地相場が60秒でわかる,,993,90,4,0.40%,22,0,0.00%,0,90,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,670,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0265_東京都三鷹市,2.21153E+11,LAP_a0265_A4T1,3.90347E+12,三鷹市の土地相場が60秒でわかる,,1644,164,9,0.55%,30,1,11.11%,270,270,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,11.11%,270,1272,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,11.11%,270,1,11.11%,270,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0265_東京都三鷹市,2.21153E+11,LAP_a0265_A3T1,5.06927E+12,三鷹市の土地相場が60秒でわかる,,691,146,2,0.29%,50,0,0.00%,0,101,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,610,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0270_東京都新宿区,3.31153E+11,LAP_a0270_A1T1,2.33115E+12,新宿区の土地相場が60秒でわかる,,2604,172,23,0.88%,19,0,0.00%,0,450,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,1558,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0270_東京都新宿区,3.31153E+11,LAP_a0270_A4T1,3.90347E+12,新宿区の土地相場が60秒でわかる,,1646,114,2,0.12%,94,0,0.00%,0,189,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,1388,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0270_東京都新宿区,3.31153E+11,LAP_a0270_A3T1,5.06927E+12,新宿区の土地相場が60秒でわかる,,1299,160,2,0.15%,104,0,0.00%,0,208,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,1129,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0276_東京都青梅市,3.31153E+11,LAP_a0276_A1T1,2.33115E+12,青梅市の土地相場が60秒でわかる,,1610,188,14,0.87%,21,1,7.14%,303,303,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,7.14%,303,913,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,7.14%,303,1,7.14%,303,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0276_東京都青梅市,3.31153E+11,LAP_a0276_A4T1,3.90347E+12,青梅市の土地相場が60秒でわかる,,637,182,4,0.63%,29,0,0.00%,0,116,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,564,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0276_東京都青梅市,3.31153E+11,LAP_a0276_A3T1,5.06927E+12,青梅市の土地相場が60秒でわかる,,236,182,0,0.00%,0,0,0.00%,0,43,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,224,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0281_東京都大田区,3.31153E+11,LAP_a0281_A1T1,2.33115E+12,大田区の土地相場が60秒でわかる,,339,147,4,1.18%,12,0,0.00%,0,50,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,208,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0281_東京都大田区,3.31153E+11,LAP_a0281_A4T1,3.90347E+12,大田区の土地相場が60秒でわかる,,4607,107,20,0.43%,24,0,0.00%,0,497,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,3531,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0281_東京都大田区,3.31153E+11,LAP_a0281_A3T1,6.06927E+12,大田区の土地相場が60秒でわかる,,2452,132,14,0.57%,23,0,0.00%,0,326,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,2199,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0292_東京都品川区,3.31153E+11,LAP_a0292_A1T1,2.33115E+12,品川区の土地相場が60秒でわかる,,4160,137,33,0.79%,17,1,3.03%,570,570,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,3.03%,570,2413,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,3.03%,570,1,3.03%,570,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0292_東京都品川区,3.31153E+11,LAP_a0292_A4T1,6.01347E+12,品川区の土地相場が60秒でわかる,,692,140,0,0.00%,0,0,0.00%,0,97,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,650,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0292_東京都品川区,3.31153E+11,LAP_a0292_A3T1,9.07927E+12,品川区の土地相場が60秒でわかる,,1501,139,4,0.27%,52,0,0.00%,0,210,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,1259,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0003_愛知県愛西市,3.51153E+11,LAP_a0003_A1T1,2.35115E+12,愛西市の土地相場が60秒でわかる,,1843,157,14,0.76%,20,1,7.14%,290,290,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,7.14%,290,947,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,7.14%,290,1,7.14%,290,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0003_愛知県愛西市,3.51153E+11,LAP_a0003_A4T1,3.52347E+12,愛西市の土地相場が60秒でわかる,,1809,201,8,0.44%,45,0,0.00%,0,365,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,1048,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0003_愛知県愛西市,3.51153E+11,LAP_a0003_A3T1,3.56927E+12,愛西市の土地相場が60秒でわかる,,1063,210,4,0.38%,56,0,0.00%,0,224,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,760,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0561_沖縄県南城市,3.93153E+11,LAP_a0561_A3T1,6.90273E+11,南城市の土地相場が60秒でわかる,,175,331,1,0.57%,58,0,0.00%,0,58,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,157,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0561_沖縄県南城市,3.93153E+11,LAP_a0561_A4T1,1.37347E+12,南城市の土地相場が60秒でわかる,,354,257,1,0.28%,91,0,0.00%,0,91,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,276,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0561_沖縄県南城市,3.93153E+11,LAP_a0561_A1T1,2.39315E+12,南城市の土地相場が60秒でわかる,,4494,169,17,0.38%,44,0,0.00%,0,761,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,1265,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0297_東京都文京区,4.31153E+11,LAP_a0297_A1T1,2.43115E+12,文京区の土地相場が60秒でわかる,,1153,135,6,0.52%,26,0,0.00%,0,156,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,782,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0297_東京都文京区,4.31153E+11,LAP_a0297_A4T1,6.01347E+12,文京区の土地相場が60秒でわかる,,3879,134,17,0.44%,30,0,0.00%,0,522,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,2357,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0297_東京都文京区,4.31153E+11,LAP_a0297_A3T1,9.17927E+12,文京区の土地相場が60秒でわかる,,1296,145,4,0.31%,47,1,25.00%,189,189,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,25.00%,189,1063,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,25.00%,189,1,25.00%,189,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0012_愛知県刈谷市,4.51153E+11,LAP_a0012_A1T1,2.45115E+12,刈谷市の土地相場が60秒でわかる,,2869,150,23,0.80%,18,3,13.04%,144,432,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,3,13.04%,144,1582,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,3,13.04%,144,3,13.04%,144,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0012_愛知県刈谷市,4.51153E+11,LAP_a0012_A3T1,3.57927E+12,刈谷市の土地相場が60秒でわかる,,1923,155,12,0.62%,24,0,0.00%,0,299,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,1413,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0012_愛知県刈谷市,4.51153E+11,LAP_a0012_A4T1,4.53347E+12,刈谷市の土地相場が60秒でわかる,,760,159,3,0.39%,40,1,33.33%,121,121,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,33.33%,121,671,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,33.33%,121,1,33.33%,121,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0017_愛知県春日井市,4.51153E+11,LAP_a0017_A1T1,2.45115E+12,春日井市の土地相場が60秒でわかる,,1160,124,6,0.52%,24,0,0.00%,0,144,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,958,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0017_愛知県春日井市,4.51153E+11,LAP_a0017_A3T1,3.57927E+12,春日井市の土地相場が60秒でわかる,,1043,133,3,0.29%,46,0,0.00%,0,139,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,936,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0017_愛知県春日井市,4.51153E+11,LAP_a0017_A4T1,4.53347E+12,春日井市の土地相場が60秒でわかる,,1352,147,8,0.59%,24,0,0.00%,0,199,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,1148,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0037_愛知県碧南市,4.51153E+11,LAP_a0037_A1T1,2.45115E+12,碧南市の土地相場が60秒でわかる,,4608,130,28,0.61%,21,6,21.43%,100,600,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,6,21.43%,100,1929,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,6,21.43%,100,6,21.43%,100,0,0.00%,0
001_まごころ合同会社_かんたん不動産比較,A56557121586,5/16_tCPA_MCV_Android,3.51153E+11,WEBSITE_CONVERSION,a0037_愛知県碧南市,4.51153E+11,LAP_a0037_A3T1,7.68927E+12,碧南市の土地相場が60秒でわかる,,691,212,1,0.14%,147,0,0.00%,0,147,JPY,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.00%,0,568,,,,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
